Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2021;L3300;;;;;;;;;;8,8;10,2;11,8;14,0;17,2;11,4;420;500;607;780;994;670;59;24315;134946;Estimation directe
B3300;2021;L3300;;;;;;;;;Maison 1-3P;7,9;9,4;11,3;13,2;15,3;10,9;500;600;717;828;940;724;66;612;10032;Estimation directe
B3300;2021;L3300;;;;;;;;;Ensemble 4P+;7,4;8,8;10,0;11,4;12,8;10,0;680;802;941;1111;1350;989;99;2710;28363;Estimation directe
B3300;2021;L3300;;;;;;;;;Maison 4P+;7,1;8,8;10,1;11,5;12,9;10,0;740;840;988;1183;1381;1026;103;920;16805;Estimation directe
B3300;2021;L3300;;;;;;;;;Appart 1P;12,0;13,7;16,2;19,5;22,5;15,9;354;396;432;480;526;439;28;3402;25563;Estimation directe
B3300;2021;L3300;;;;;;;;;Appart 2P;10,1;11,3;12,4;14,0;16,2;12,5;467;505;548;600;661;557;45;10331;42580;Estimation directe
B3300;2021;L3300;;;;;;;;;Appart 3P;8,9;10,0;10,8;11,8;13,2;10,8;574;640;700;765;868;712;66;7260;28410;Estimation directe
B3300;2021;L3300;;;;;;;;;Appart 4P+;7,7;8,8;9,9;11,2;12,7;10,1;640;756;879;1040;1298;934;93;1790;11558;Estimation directe
B3300;2021;L3300;;;;;;;;;Ensemble 1P;12,0;13,6;16,1;19,5;22,5;15,8;355;397;433;480;532;442;28;3429;25985;Estimation directe
B3300;2021;L3300;;;;;;;;;Ensemble 2P;10,0;11,3;12,4;14,1;16,2;12,5;467;505;550;600;680;561;45;10471;45190;Estimation directe
B3300;2021;L3300;;;;;;;;;Ensemble 3P;8,5;9,9;10,8;11,9;13,3;10,7;570;642;705;790;892;722;67;7705;35408;Estimation directe
B3300;2021;L3300;;;;;;;;Maison 1-3P;;7,9;9,4;11,3;13,2;15,3;10,9;500;600;717;828;940;724;66;612;10032;Estimation directe
B3300;2021;L3300;;;;;;;;Ensemble 4P+;;7,4;8,8;10,0;11,4;12,8;10,0;680;802;941;1111;1350;989;99;2710;28363;Estimation directe
B3300;2021;L3300;;;;;;;;Maison 4P+;;7,1;8,8;10,1;11,5;12,9;10,0;740;840;988;1183;1381;1026;103;920;16805;Estimation directe
B3300;2021;L3300;;;;;;;;Appart 1P;;12,0;13,7;16,2;19,5;22,5;15,9;354;396;432;480;526;439;28;3402;25563;Estimation directe
B3300;2021;L3300;;;;;;;;Appart 2P;;10,1;11,3;12,4;14,0;16,2;12,5;467;505;548;600;661;557;45;10331;42580;Estimation directe
B3300;2021;L3300;;;;;;;;Appart 3P;;8,9;10,0;10,8;11,8;13,2;10,8;574;640;700;765;868;712;66;7260;28410;Estimation directe
B3300;2021;L3300;;;;;;;;Appart 4P+;;7,7;8,8;9,9;11,2;12,7;10,1;640;756;879;1040;1298;934;93;1790;11558;Estimation directe
B3300;2021;L3300;;;;;;;;Ensemble 1P;;12,0;13,6;16,1;19,5;22,5;15,8;355;397;433;480;532;442;28;3429;25985;Estimation directe
B3300;2021;L3300;;;;;;;;Ensemble 2P;;10,0;11,3;12,4;14,1;16,2;12,5;467;505;550;600;680;561;45;10471;45190;Estimation directe
B3300;2021;L3300;;;;;;;;Ensemble 3P;;8,5;9,9;10,8;11,9;13,3;10,7;570;642;705;790;892;722;67;7705;35408;Estimation directe
B3300;2021;L3300;;;;;;;1. Moins de 1 an;;;9,7;11,0;12,6;15,0;18,6;12,3;430;500;608;777;1020;678;55;6365;;Estimation directe
B3300;2021;L3300;;;;;;;1. Moins de 1 an;;Ensemble 4P+;8,5;9,5;10,9;12,1;13,7;10,9;739;849;1007;1260;1497;1074;99;585;;Estimation directe
B3300;2021;L3300;;;;;;;1. Moins de 1 an;;Ensemble 1P;12,9;14,4;16,9;20,4;23,4;16,9;370;407;445;498;546;455;27;1056;;Estimation directe
B3300;2021;L3300;;;;;;;1. Moins de 1 an;;Ensemble 2P;10,8;11,7;12,9;14,7;16,9;13,0;480;518;560;620;700;575;44;2888;;Estimation directe
B3300;2021;L3300;;;;;;;1. Moins de 1 an;;Ensemble 3P;9,4;10,2;11,1;12,5;14,1;11,3;610;671;728;807;950;759;67;1836;;Estimation directe
B3300;2021;L3300;;;;;;;2. 1 an et plus;;;8,5;10,0;11,5;13,5;16,6;11,0;418;500;607;780;986;667;60;17950;;Estimation directe
B3300;2021;L3300;;;;;;;2. 1 an et plus;;Ensemble 4P+;7,1;8,6;9,9;11,1;12,4;9,8;666;796;913;1070;1300;961;99;2125;;Estimation directe
B3300;2021;L3300;;;;;;;2. 1 an et plus;;Ensemble 1P;11,5;13,2;15,7;18,8;21,9;15,2;350;391;427;472;520;435;29;2373;;Estimation directe
B3300;2021;L3300;;;;;;;2. 1 an et plus;;Ensemble 2P;9,8;11,1;12,3;13,7;15,7;12,2;460;500;544;596;665;553;45;7583;;Estimation directe
B3300;2021;L3300;;;;;;;2. 1 an et plus;;Ensemble 3P;8,3;9,6;10,7;11,7;13,0;10,5;553;627;700;776;868;707;67;5869;;Estimation directe
B3300;2021;L3300;;;;;;1. Moins de 1 an;;;;9,7;11,0;12,6;15,0;18,6;12,3;430;500;608;777;1020;678;55;6365;;Estimation directe
B3300;2021;L3300;;;;;;1. Moins de 1 an;;Ensemble 4P+;;8,5;9,5;10,9;12,1;13,7;10,9;739;849;1007;1260;1497;1074;99;585;;Estimation directe
B3300;2021;L3300;;;;;;1. Moins de 1 an;;Ensemble 1P;;12,9;14,4;16,9;20,4;23,4;16,9;370;407;445;498;546;455;27;1056;;Estimation directe
B3300;2021;L3300;;;;;;1. Moins de 1 an;;Ensemble 2P;;10,8;11,7;12,9;14,7;16,9;13,0;480;518;560;620;700;575;44;2888;;Estimation directe
B3300;2021;L3300;;;;;;1. Moins de 1 an;;Ensemble 3P;;9,4;10,2;11,1;12,5;14,1;11,3;610;671;728;807;950;759;67;1836;;Estimation directe
B3300;2021;L3300;;;;;;2. 1 an et plus;;;;8,5;10,0;11,5;13,5;16,6;11,0;418;500;607;780;986;667;60;17950;;Estimation directe
B3300;2021;L3300;;;;;;2. 1 an et plus;;Ensemble 4P+;;7,1;8,6;9,9;11,1;12,4;9,8;666;796;913;1070;1300;961;99;2125;;Estimation directe
B3300;2021;L3300;;;;;;2. 1 an et plus;;Ensemble 1P;;11,5;13,2;15,7;18,8;21,9;15,2;350;391;427;472;520;435;29;2373;;Estimation directe
B3300;2021;L3300;;;;;;2. 1 an et plus;;Ensemble 2P;;9,8;11,1;12,3;13,7;15,7;12,2;460;500;544;596;665;553;45;7583;;Estimation directe
B3300;2021;L3300;;;;;;2. 1 an et plus;;Ensemble 3P;;8,3;9,6;10,7;11,7;13,0;10,5;553;627;700;776;868;707;67;5869;;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;;8,4;10,4;12,6;15,4;18,8;11,7;410;485;600;790;1037;682;58;5082;30334;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Ensemble 4P+;6,7;8,6;10,4;12,1;13,7;10,2;650;800;1006;1313;1600;1084;107;643;5324;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Appart 1P;11,9;14,3;17,0;20,4;23,7;16,4;358;400;443;490;550;450;27;1109;7082;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Appart 2P;9,5;11,2;13,1;15,5;17,4;12,8;450;500;560;630;710;570;45;1859;10082;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Appart 3P;8,1;9,7;11,2;12,8;14,4;11,1;533;625;735;841;969;745;67;1139;5130;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Appart 4P+;7,5;8,8;10,6;12,2;13,8;10,5;670;820;1009;1295;1580;1079;102;374;2427;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Ensemble 1P;11,8;14,1;16,9;20,4;23,5;16,3;359;400;444;493;554;452;28;1121;7179;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Ensemble 2P;9,5;11,3;13,1;15,4;17,3;12,8;450;500;564;642;715;576;45;1955;10886;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;;;Ensemble 3P;7,7;9,4;11,1;12,8;14,5;10,9;536;631;748;850;975;752;69;1363;6945;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;1. Moins de 1 an;;;10,2;11,7;13,8;16,9;20,2;13,1;420;480;600;790;1100;687;52;1505;;Estimation directe
B3300;2021;L3300;;;;;1. Avant 1946;;2. 1 an et plus;;;8,0;9,8;12,0;14,6;17,5;11,2;402;486;600;790;1022;679;61;3577;;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;;8,0;9,1;10,6;12,7;16,0;10,4;420;503;631;800;1000;685;66;1147;17524;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 4P+;6,9;8,3;9,5;10,7;12,1;9,5;600;700;820;1000;1237;871;92;338;5270;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Appart 1P;11,0;12,7;15,0;17,8;22,4;14,8;340;376;425;465;518;429;29;229;2761;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Appart 2P;9,6;10,4;11,6;14,0;16,3;11,8;442;490;535;594;643;540;46;231;3841;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Appart 3P;8,3;9,1;10,0;11,0;12,6;10,2;520;574;635;732;780;656;65;283;3556;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Appart 4P+;7,0;8,3;9,1;10,2;11,1;9,3;563;650;707;848;1000;771;83;213;2376;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 1P;11,0;12,5;15,0;17,8;22,2;14,4;347;380;427;476;540;433;30;232;2868;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 2P;9,3;10,4;11,6;13,9;16,4;11,9;443;490;540;600;675;552;47;247;4451;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;;;Ensemble 3P;8,3;9,1;10,0;11,3;13,0;10,2;507;577;650;750;832;670;65;330;4935;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;8,3;9,5;10,9;13,6;16,3;11,0;430;500;650;810;1150;708;64;275;;Estimation directe
B3300;2021;L3300;;;;;2. Entre 1946-1970;;2. 1 an et plus;;;7,4;8,9;10,4;12,4;15,5;10,1;420;505;630;800;990;676;67;872;;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;;8,6;10,2;12,3;15,5;18,6;11,5;396;450;556;716;975;620;54;2599;29095;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 4P+;7,4;8,3;9,8;11,1;12,4;9,6;680;800;932;1070;1233;956;100;296;6622;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Appart 1P;12,7;14,1;16,3;19,1;22,2;16,1;355;393;430;470;516;432;27;832;7880;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Appart 2P;9,8;10,9;12,2;14,0;16,3;12,3;470;507;560;600;660;560;45;958;7867;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Appart 3P;8,1;9,2;10,1;11,1;12,7;10,1;556;607;680;741;860;685;68;467;4963;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Appart 4P+;7,2;8,2;9,2;10,8;12,4;9,3;611;690;846;1000;1176;874;94;160;2712;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 1P;12,6;13,9;16,3;19,0;22,1;16,0;355;394;430;471;520;433;27;837;7996;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 2P;9,8;10,9;12,2;14,1;16,3;12,3;470;506;558;600;660;560;45;964;8334;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;;;Ensemble 3P;7,6;8,9;10,2;11,3;13,1;10,1;553;620;693;775;896;711;70;502;6143;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;9,7;11,1;13,6;16,2;19,0;12,4;404;463;570;720;1030;646;52;627;;Estimation directe
B3300;2021;L3300;;;;;3. Entre 1971-1990;;2. 1 an et plus;;;8,3;9,9;11,8;15,1;18,5;11,1;394;450;550;715;916;608;55;1972;;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;;9,2;10,4;11,9;14,3;18,0;11,6;427;510;628;832;1050;699;60;3379;24458;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 4P+;8,3;9,2;10,2;11,5;12,5;10,3;792;889;1004;1183;1351;1044;102;388;4782;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Appart 1P;12,2;14,3;17,1;20,0;22,1;16,5;377;401;432;477;520;444;27;667;4976;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Appart 2P;10,4;11,3;12,4;14,3;16,3;12,6;488;517;555;605;653;563;45;1389;8186;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Appart 3P;9,3;10,2;11,0;12,1;13,4;11,0;598;660;725;798;885;733;66;878;4824;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Appart 4P+;8,7;9,3;10,4;11,7;13,5;10,6;730;860;954;1122;1400;1017;96;204;1377;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 1P;12,6;14,6;17,2;20,3;22,4;16,6;378;403;435;480;525;451;27;674;5049;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 2P;10,3;11,3;12,4;14,3;16,3;12,6;490;518;556;608;668;566;45;1399;8598;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;;;Ensemble 3P;9,1;10,1;10,9;12,1;13,3;11,0;600;663;735;802;888;741;68;918;6028;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;1. Moins de 1 an;;;9,9;11,3;13,1;15,5;20,0;12,6;435;510;625;795;1020;688;55;769;;Estimation directe
B3300;2021;L3300;;;;;4. Entre 1991-2005;;2. 1 an et plus;;;9,1;10,2;11,5;13,6;17,1;11,2;425;511;632;852;1073;704;63;2610;;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;;9,6;10,5;11,5;12,6;13,8;11,2;475;527;638;751;905;665;59;12108;33535;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Ensemble 4P+;8,4;9,4;10,2;11,2;12,5;10,3;765;823;900;1020;1200;946;92;1045;6365;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Appart 1P;11,9;12,4;13,5;15,1;17,3;13,8;327;376;420;464;504;422;31;565;2863;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Appart 2P;10,9;11,6;12,3;13,0;14,0;12,2;480;508;535;573;615;542;44;5894;12603;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Appart 3P;9,7;10,2;10,8;11,4;12,4;10,8;616;655;695;739;795;699;65;4493;9938;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Appart 4P+;8,5;9,4;10,1;10,9;12,1;10,0;750;803;863;960;1100;883;88;839;2665;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Ensemble 1P;11,9;12,4;13,5;15,1;17,3;13,8;327;376;420;464;504;422;31;565;2893;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Ensemble 2P;10,9;11,6;12,3;13,0;14,0;12,2;480;509;536;574;620;544;44;5906;12921;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;;;Ensemble 3P;9,6;10,2;10,8;11,4;12,4;10,8;615;657;700;746;807;706;65;4592;11357;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;1. Moins de 1 an;;;9,9;10,7;11,7;12,8;14,1;11,5;478;530;640;750;950;672;58;3189;;Estimation directe
B3300;2021;L3300;;;;;5. Après 2005;;2. 1 an et plus;;;9,4;10,3;11,3;12,5;13,7;11,0;474;525;636;756;900;662;60;8919;;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;;;8,4;10,4;12,6;15,4;18,8;11,7;410;485;600;790;1037;682;58;5082;30334;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Ensemble 4P+;;6,7;8,6;10,4;12,1;13,7;10,2;650;800;1006;1313;1600;1084;107;643;5324;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Appart 1P;;11,9;14,3;17,0;20,4;23,7;16,4;358;400;443;490;550;450;27;1109;7082;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Appart 2P;;9,5;11,2;13,1;15,5;17,4;12,8;450;500;560;630;710;570;45;1859;10082;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Appart 3P;;8,1;9,7;11,2;12,8;14,4;11,1;533;625;735;841;969;745;67;1139;5130;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Appart 4P+;;7,5;8,8;10,6;12,2;13,8;10,5;670;820;1009;1295;1580;1079;102;374;2427;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Ensemble 1P;;11,8;14,1;16,9;20,4;23,5;16,3;359;400;444;493;554;452;28;1121;7179;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Ensemble 2P;;9,5;11,3;13,1;15,4;17,3;12,8;450;500;564;642;715;576;45;1955;10886;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;;;Ensemble 3P;;7,7;9,4;11,1;12,8;14,5;10,9;536;631;748;850;975;752;69;1363;6945;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;1. Moins de 1 an;;;;10,2;11,7;13,8;16,9;20,2;13,1;420;480;600;790;1100;687;52;1505;;Estimation directe
B3300;2021;L3300;;;;1. Avant 1946;;2. 1 an et plus;;;;8,0;9,8;12,0;14,6;17,5;11,2;402;486;600;790;1022;679;61;3577;;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;;;8,0;9,1;10,6;12,7;16,0;10,4;420;503;631;800;1000;685;66;1147;17524;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Ensemble 4P+;;6,9;8,3;9,5;10,7;12,1;9,5;600;700;820;1000;1237;871;92;338;5270;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Appart 1P;;11,0;12,7;15,0;17,8;22,4;14,8;340;376;425;465;518;429;29;229;2761;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Appart 2P;;9,6;10,4;11,6;14,0;16,3;11,8;442;490;535;594;643;540;46;231;3841;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Appart 3P;;8,3;9,1;10,0;11,0;12,6;10,2;520;574;635;732;780;656;65;283;3556;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Appart 4P+;;7,0;8,3;9,1;10,2;11,1;9,3;563;650;707;848;1000;771;83;213;2376;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Ensemble 1P;;11,0;12,5;15,0;17,8;22,2;14,4;347;380;427;476;540;433;30;232;2868;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Ensemble 2P;;9,3;10,4;11,6;13,9;16,4;11,9;443;490;540;600;675;552;47;247;4451;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;;;Ensemble 3P;;8,3;9,1;10,0;11,3;13,0;10,2;507;577;650;750;832;670;65;330;4935;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;8,3;9,5;10,9;13,6;16,3;11,0;430;500;650;810;1150;708;64;275;;Estimation directe
B3300;2021;L3300;;;;2. Entre 1946-1970;;2. 1 an et plus;;;;7,4;8,9;10,4;12,4;15,5;10,1;420;505;630;800;990;676;67;872;;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;;;8,6;10,2;12,3;15,5;18,6;11,5;396;450;556;716;975;620;54;2599;29095;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Ensemble 4P+;;7,4;8,3;9,8;11,1;12,4;9,6;680;800;932;1070;1233;956;100;296;6622;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Appart 1P;;12,7;14,1;16,3;19,1;22,2;16,1;355;393;430;470;516;432;27;832;7880;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Appart 2P;;9,8;10,9;12,2;14,0;16,3;12,3;470;507;560;600;660;560;45;958;7867;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Appart 3P;;8,1;9,2;10,1;11,1;12,7;10,1;556;607;680;741;860;685;68;467;4963;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Appart 4P+;;7,2;8,2;9,2;10,8;12,4;9,3;611;690;846;1000;1176;874;94;160;2712;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Ensemble 1P;;12,6;13,9;16,3;19,0;22,1;16,0;355;394;430;471;520;433;27;837;7996;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Ensemble 2P;;9,8;10,9;12,2;14,1;16,3;12,3;470;506;558;600;660;560;45;964;8334;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;;;Ensemble 3P;;7,6;8,9;10,2;11,3;13,1;10,1;553;620;693;775;896;711;70;502;6143;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;;9,7;11,1;13,6;16,2;19,0;12,4;404;463;570;720;1030;646;52;627;;Estimation directe
B3300;2021;L3300;;;;3. Entre 1971-1990;;2. 1 an et plus;;;;8,3;9,9;11,8;15,1;18,5;11,1;394;450;550;715;916;608;55;1972;;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;;;9,2;10,4;11,9;14,3;18,0;11,6;427;510;628;832;1050;699;60;3379;24458;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Ensemble 4P+;;8,3;9,2;10,2;11,5;12,5;10,3;792;889;1004;1183;1351;1044;102;388;4782;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Appart 1P;;12,2;14,3;17,1;20,0;22,1;16,5;377;401;432;477;520;444;27;667;4976;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Appart 2P;;10,4;11,3;12,4;14,3;16,3;12,6;488;517;555;605;653;563;45;1389;8186;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Appart 3P;;9,3;10,2;11,0;12,1;13,4;11,0;598;660;725;798;885;733;66;878;4824;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Appart 4P+;;8,7;9,3;10,4;11,7;13,5;10,6;730;860;954;1122;1400;1017;96;204;1377;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Ensemble 1P;;12,6;14,6;17,2;20,3;22,4;16,6;378;403;435;480;525;451;27;674;5049;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Ensemble 2P;;10,3;11,3;12,4;14,3;16,3;12,6;490;518;556;608;668;566;45;1399;8598;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;;;Ensemble 3P;;9,1;10,1;10,9;12,1;13,3;11,0;600;663;735;802;888;741;68;918;6028;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;9,9;11,3;13,1;15,5;20,0;12,6;435;510;625;795;1020;688;55;769;;Estimation directe
B3300;2021;L3300;;;;4. Entre 1991-2005;;2. 1 an et plus;;;;9,1;10,2;11,5;13,6;17,1;11,2;425;511;632;852;1073;704;63;2610;;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;;;9,6;10,5;11,5;12,6;13,8;11,2;475;527;638;751;905;665;59;12108;33535;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;Ensemble 4P+;;8,4;9,4;10,2;11,2;12,5;10,3;765;823;900;1020;1200;946;92;1045;6365;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;Appart 1P;;11,9;12,4;13,5;15,1;17,3;13,8;327;376;420;464;504;422;31;565;2863;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;Appart 2P;;10,9;11,6;12,3;13,0;14,0;12,2;480;508;535;573;615;542;44;5894;12603;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;Appart 3P;;9,7;10,2;10,8;11,4;12,4;10,8;616;655;695;739;795;699;65;4493;9938;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;Appart 4P+;;8,5;9,4;10,1;10,9;12,1;10,0;750;803;863;960;1100;883;88;839;2665;Estimation directe
