Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2021;L3300;L3300.1.04;;Appartement;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.04;;Appartement;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.04;;Appartement;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;5. Après 2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.04;;Appartement;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;1. Avant 1946;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.04;;Appartement;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.04;;Appartement;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.04;;Appartement;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.04;;Appartement;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;5. Après 2005;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.04;;Appartement;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.04;;Appartement;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;;;;;;;;7,0;8,5;10,1;11,3;12,5;9,4;460;530;668;800;950;682;73;2391;17593;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Ensemble 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Ensemble 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Ensemble 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;;Ensemble 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Ensemble 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Ensemble 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Ensemble 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;;Ensemble 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;1. Moins de 1 an;;;8,3;9,7;10,7;11,7;13,0;10,3;463;540;670;800;975;701;68;623;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;;2. 1 an et plus;;;6,7;8,3;9,8;11,1;12,4;9,1;455;526;667;800;916;676;74;1768;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;1. Moins de 1 an;;;;8,3;9,7;10,7;11,7;13,0;10,3;463;540;670;800;975;701;68;623;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;;2. 1 an et plus;;;;6,7;8,3;9,8;11,1;12,4;9,1;455;526;667;800;916;676;74;1768;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;1. Avant 1946;;;;;5,5;6,9;8,8;10,8;12,1;8,2;420;550;650;775;850;651;80;105;2140;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;1. Avant 1946;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;1. Avant 1946;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;;6,5;8,1;9,4;10,4;11,8;8,9;425;500;573;750;810;614;69;149;2368;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;;7,0;8,2;9,8;11,1;13,9;9,3;463;556;700;840;1000;722;78;223;3106;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;4. Entre 1991-2005;;;;;7,0;8,6;10,0;11,3;12,4;9,5;500;550;740;880;1000;745;79;273;3401;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;5. Après 2005;;;;;8,5;9,6;10,7;11,7;12,7;10,2;469;526;677;800;950;682;67;1641;6579;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;1. Avant 1946;;;;;;5,5;6,9;8,8;10,8;12,1;8,2;420;550;650;775;850;651;80;105;2140;Estimation directe
B3300;2021;L3300;L3300.1.05;;;1. Avant 1946;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;1. Avant 1946;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;2. Entre 1946-1970;;;;;;6,5;8,1;9,4;10,4;11,8;8,9;425;500;573;750;810;614;69;149;2368;Estimation directe
B3300;2021;L3300;L3300.1.05;;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;2. Entre 1946-1970;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;3. Entre 1971-1990;;;;;;7,0;8,2;9,8;11,1;13,9;9,3;463;556;700;840;1000;722;78;223;3106;Estimation directe
B3300;2021;L3300;L3300.1.05;;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;3. Entre 1971-1990;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;4. Entre 1991-2005;;;;;;7,0;8,6;10,0;11,3;12,4;9,5;500;550;740;880;1000;745;79;273;3401;Estimation directe
B3300;2021;L3300;L3300.1.05;;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;5. Après 2005;;;;;;8,5;9,6;10,7;11,7;12,7;10,2;469;526;677;800;950;682;67;1641;6579;Estimation directe
B3300;2021;L3300;L3300.1.05;;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;1. Avant 1946;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;5. Après 2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.05;;Maison;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.05;;Maison;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
