legislature,id_loi,etape_discussion,id_amendement,date_amendement,etape_texte,action_amendement,resume_amendement,url_pdf,statut_amendement,auteur,groupe_politique,statut_auteur,co-signataires
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N174,2012-11-29T00:00:00Z,Article 17,"Le b) du IV de l’article 1599 quater B du code général des impôts est complété par les mots : « , en précisant le nombre de chacune d’entre elles faisant l’objet d’une refacturation aux autres opérateurs de téléphonie. ».","Avec la modification intervenue en LFI 2011 (article 112), l’État continue de percevoir la taxe uniquement auprès de France Télécom qui elle-même refacture aux autres opérateurs sans que les Régions aient connaissance des contribuables effectifs sur leur produit fiscal.
Cet amendement vise donc à distinguer la part d’IFER supportée effectivement par France Télécom de celle reposant sur les autres opérateurs de téléphonie.
 ",/14/amendements/0403/AN/174.pdf,Discuté,Alain Rousset,SER,Depute,Alain Rousset
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N282,2012-11-29T00:00:00Z,Article 17,"L’article 1650 A du code général des impôts est ainsi modifié :
1° Après la référence : « 1609 nonies C », la fin du premier alinéa du 1 est ainsi rédigée :« il est institué une commission intercommunale des impôts directs composée de onze membres, à savoir le président de l’établissement public de coopération intercommunale ou un vice-président délégué et dix commissaires. » ;
2° Le 4 est abrogé.","Le présent amendement propose de simplifier les modalités de créations des commissions intercommunales des impôts directs (CIID).
La création de ces commissions a été rendue obligatoire dans les établissements publics de coopération intercommunale (EPCI) à fiscalité professionnelle unique par l’article 34 de la loi de finances rectificative pour 2010 qui a lancé le processus de révision des valeurs locatives des locaux professionnels.
Dans le cadre de cette révision, ces commissions seront chargées de donner leur avis sur les choix opérés par la commission départementale des valeurs locatives des locaux professionnels en ce qui concerne, notamment, la délimitation des secteurs d’évaluation, la fixation du coefficient de localisation des propriétés, la fixation des tarifs.
Or, depuis qu’elle a été rendue obligatoire, la création des CIID s’est heurtée à des difficultés. Afin d’y remédier, il est proposé de supprimer la délibération préalable des EPCI afin que les CIID soient créés, comme les commissions communales des impôts directs (CCID), par décision de l’administration.
 ",/14/amendements/0403/AN/282.pdf,Discuté,Estelle Grelier,SER,Depute,Estelle Grelier
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N405,2012-12-04T00:00:00Z,Article 24,"I. – Après l’alinéa 3, insérer les deux alinéas suivants :
« B bis. – L’article 278‑0 bis est complété par un alinéa ainsi rédigé :
« G. – Les droits d’entrée dans les salles de spectacles cinématographiques quels que soient le procédé de fixation ou de transmission et la nature du support des œuvres ou documents audiovisuels qui sont présentés. ».
II. – En conséquence, après l’alinéa 4, insérer l’alinéa suivant :
« C bis. – Le b quinquies de l’article 279 est abrogé. ».
III. – En conséquence, substituer à l’alinéa 10 les cinq alinéas suivants :
« II. – L’article L. 334‑1 du code du cinéma et de l’image animée est ainsi modifié :
« A. – Au premier alinéa :
« 1° Le taux : « 7 % » est remplacé par le taux : « 5 % » ;
« 2° À la fin de l’alinéa, les mots : « b quinquies de l’article 279 » sont remplacés par les mots : « G de l’article 278‑0 bis ».
« B. – Au second alinéa, le taux : « 7 % » est remplacé par le taux : « 10 % » ».
III. – En conséquence, à l’alinéa 11, substituer aux mots : 
« Le B du I s’applique » 
les mots : 
« Les B et B bis du I s’appliquent ». 
IV. – Compléter cet amendement par les deux alinéas suivants :
« IV. – Ces dispositions s’appliquent aux opérations pour lesquelles la taxe sur la valeur ajoutée est exigible à compter du 1er janvier 2014.
« V. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle aux droits visés aux articles 575 et 575 A du code général des impôts. » .

","Ce sous-amendement vise à soumettre au taux réduit de 5 %, à compter du 1er janvier 2014, les droits d’entrée dans les salles de cinéma. 
 ",/14/amendements/0403/AN/405.pdf,Discuté,Patrick Bloche,SER,Depute,Patrick Bloche
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N280,2012-11-29T00:00:00Z,Article 14,Le II de l’article 3 de la loi n° 2009‑431 du 20 avril 2009 de finances rectificative pour 2009 est abrogé.,"Les opérations de cession-bail bénéficient depuis 2009 d’une possibilité d’étalement sur la durée du contrat de crédit-bailde la taxation de la plus-value réalisée, sans supprimer la taxation de ces plus-values. 
Depuis qu’il a été mis en place, ce dispositif a contribué au financement de l’économie et au développement des entreprises, en leur permettant d’accéder à des ressources financières à long terme dans une période financière contrainte du fait des réformes prudentielles en cours. 
Le volume des opérations de cession-bail a ainsi été multiplié par plus de deux par rapport à une année standard passant d’environ 500 millions€ (2008) à plus de 1,1 milliard€ en année pleine (2010 et 2011).
-              Environ 50% des opérations, tant en nombre qu’en montant, concernent les PME,
-              Un tiers (1/3) des opérations concernent des locaux industriels, entrepôts et locaux d’activités localisés sur le territoire français. 
La pérennisation du dispositif est donc nécessaire car il est bénéfique à la relance économique sans porter atteinte aux équilibres financiers de l’Etat. Il est donc proposé de pérenniser l’article 39 novodecies du CGI. C’est l’objet de l’amendement proposé.
 ",/14/amendements/0403/AN/280.pdf,Irrecevable,Marc Goua,SER,Depute,Marc Goua
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N169,2012-11-29T00:00:00Z,Article 17,"Après le troisième alinéa du III de l’article 1586 octies du code général des impôts est inséré un alinéa ainsi rédigé :
« Lorsque le contribuable est une société mère, membre d’un groupe au sens de l’article 223 A, le produit de cotisation sur la valeur ajoutée des entreprises dû par cette société mère est réparti entre les collectivités territoriales en fonction de l’implantation de la société mère et de l’ensemble des entreprises membres du groupe, au prorata des valeurs locatives et des effectifs de ces structures. »","En l’état du droit, la CVAE est calculée sur la valeur ajoutée déterminée entreprise par entreprise, y compris lorsque les entreprises appartiennent à un groupe redevable unique de l’impôt sur les sociétés. Le produit de CVAE est affecté en fonction de l’implantation des structures, y compris pour l’entreprise mère.
Au titre des exercices clos en 2006, les 73 000 entreprises environ (sur près de 2,9 millions) appartenant à un groupe fiscal au sens de l’IS ont réalisé plus de la moitié de la valeur ajoutée nationale. Les groupes représentent donc une part déterminante de la valeur ajoutée dont la répartition entre communes est nécessaire.
Les sociétés mères de ces groupes sont des structures qui sont fortement concentrées sur le territoire national et dont la valeur ajoutée résulte pour partie de refacturations de prestations intragroupe. Cette valeur ajoutée ne reflète donc pas la charge portée par la collectivité d’implantation, les sociétés mères ayant un outil de production souvent limitée (locaux, effectif…).
Les décisions d’organisation juridique des groupes déterminent donc, de fait, la répartition d’une part déterminante de la valeur ajoutée nationale.
Une répartition du produit de CVAE calculée au niveau de la société mère au prorata des valeurs locatives et des effectifs de l’ensemble des structures du groupe, comme c’est le cas pour la CVAE d’une entreprise multi établissements, permettrait une plus juste répartition de ce produit entre les collectivités.
Un exemple, basé uniquement sur une répartition en fonction de l’effectif, permet d’illustrer l’enjeu.
Soit un groupe constitué d’une société mère et de deux sociétés filles (les trois structures ne disposant pas d’établissement) :
- dans la commune A, la société mère, abritant le siège de la direction, d’une valeur locative de 50 et employant 10 salariés
- dans la commune B, une entreprise d’une valeur locative de 100 et employant 200 salariés,
- dans la commune C, une entreprise d’une valeur locative de 120 et employant 190 salariés.
La société mère réalise une valeur ajoutée qui génère un produit de CVAE de 100.
En l’état du droit, la CVAE calculée sur cette valeur ajoutée est attribuée en totalité à la commune A.
Dans l’hypothèse d’une répartition du produit sur la base des valeurs locatives et des effectifs du groupe :
Au niveau du groupe, les valeurs locatives sont de 270 (50 + 100 +120) et l’effectif est de 400 salariés (10 + 200 + 190), soit 670.
La CVAE revenant à la commune A serait de 100 * (50+10)/670 = 9 (contre 100 en l’absence de répartition).
Le reste de la CVAE de la société mère (100‑9 = 91) serait redistribuée entre :
- la commune B, à raison de 49 % ( (100+200)/610 ) de 91, soit + 45
- la commune C, à raison de 51 % ( (120+190)/670 ) de 91, soit + 46
Si dans l’exemple ci dessus, il avait été question d’une entreprise A dotée de deux établissements B et C, la valeur ajoutée produite par l’entreprise A aurait été répartie entre les 3 communes en fonction des effectifs et des valeurs locatives.
La CVAE est un produit calculé sur valeur ajoutée, agrégat économique qu’il est nécessaire de répartir entre les collectivités en fonction des réalités économiques.
C’est ce que propose le présent amendement.
 ",/14/amendements/0403/AN/169.pdf,Discuté,Alain Rousset,SER,Depute,Alain Rousset
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N189,2012-11-29T00:00:00Z,Article 17,"Le neuvième alinéa de l’article L. 135 B du livre des procédures fiscales est complété par une phrase ainsi rédigée : « Cependant, quand des informations détaillées d’une taxe perçue par une catégorie de collectivité territoriale entrent dans le calcul de la taxe perçue par une autre catégorie de collectivités territoriales, l’administration fiscale procède directement à la reproduction de ces informations dans la seconde taxe. ».","Dans la CVAE, les valeurs locatives ainsi que le caractère industriel ou non d’un établissement interviennent dans le calcul de la clé de territorialisation. Ce calcul est déterminant dans la répartition du produit de CVAE entre les territoires.
Or ces deux données ne sont pas déclarées par les entreprises en CVAE, mais en CFE.
La CFE étant perçue par le bloc communal, les Conseils généraux et régionaux sont privés de ces deux informations clés en CVAE.
Ces données étant renseignées par établissement, la procédure d’échange de données entre catégories de collectivités n’est pas adaptée.
Il est donc proposé que l’Administration fiscale, parallèlement à l’utilisation de ces données pour les calculs de CVAE, procède à leur implémentation dans les fichiers fiscaux produits à destination des différentes catégories de collectivités locales.
 ",/14/amendements/0403/AN/189.pdf,Discuté,Alain Rousset,SER,Depute,Alain Rousset
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N273,2012-11-29T00:00:00Z,Article 17,"I. – Le V de l’article 1609 nonies C du code général des impôts est ainsi modifié :
1° Le 2° est ainsi modifié :
a) Au premier alinéa, après les mots : « I et », sont insérées les références : « 1 et 2 du » ;
b) La seconde phrase de l’avant-dernier alinéa est supprimée.
2° Le 5° du V est remplacé par quatorze alinéas ainsi rédigés :
« 5° A. – Lorsque à la suite d’une fusion réalisée dans les conditions prévues à l’article L. 5211‑41‑3 du code général des collectivités territoriales, un établissement public de coopération intercommunale fait application du régime prévu au présent article et de l’article 1638‑0 bis, l’attribution de compensation versée ou perçue à compter de l’année où l’opération de fusion produit pour la première fois ses effets au plan fiscal est égale : 
« a. pour les communes qui étaient antérieurement membres d’un établissement public de coopération intercommunale soumis au présent article : à l’attribution de compensation que versait ou percevait cet établissement public de coopération intercommunale l’année précédant celle où cette opération a produit pour la première fois ses effets au plan fiscal, sous réserve de l’avant-dernier alinéa du 2° du présent V. Il peut être dérogé au présent a., uniquement la première année d’existence du nouvel établissement public de coopération intercommunale, en cas de révision librement décidée par délibérations concordantes prises à la majorité qualifiée prévue au premier alinéa du II de l’article L. 5211‑5 du code général des collectivités territoriales. Cette révision ne peut pas avoir pour effet de minorer ou de majorer l’attribution de compensation de plus de 5 % de son montant.
« b. pour les communes qui étaient antérieurement membres d’un établissement public de coopération intercommunale ne faisant pas application des dispositions du présent article : au montant calculé conformément au 2°.
« Lorsque la fusion s’accompagne d’un transfert ou d’une restitution de compétences, cette attribution de compensation est respectivement diminuée ou majorée du montant net des charges transférées calculé dans les conditions définies au IV.
« Un protocole financier général définit les modalités de détermination des attributions de compensation et les relations financières entre la communauté fusionnée et les communes, les conditions de reprise des dettes des établissements publics à fiscalité propre préexistants, les formules d’amortissement des investissements et les procédures comptables.
« À titre dérogatoire, les établissements publics de coopération intercommunale issus d’une fusion ou d’une modification de périmètre au 1er janvier 2010 et les conseils municipaux de leurs communes membres peuvent, par délibérations concordantes prises à la majorité qualifiée prévue au premier alinéa du II de l’article L. 5211‑5 du code général des collectivités territoriales, procéder, dans les cinq ans qui suivent la publication de la loi n° 2009‑1673 du 30 décembre 2009 de finances pour 2010, à la révision du montant de l’attribution de compensation.
« B. Lorsque, dans le cadre d’une modification de périmètre, de l’adhésion individuelle d’une commune ou d’une transformation dans les conditions prévues aux articles L. 5211‑41‑1 et L. 5214‑26 du code général des collectivités territoriales, un établissement public de coopération intercommunale est soumis au régime prévu au présent article et qu’il est fait application des dispositions de l’article 1638 quater, l’attribution de compensation versée ou perçue à compter de l’année où les opérations précitées ont produit pour la première fois leurs effets au plan fiscal est égale à :
« a. pour les communes qui étaient antérieurement membres d’un établissement public de coopération intercommunale soumis au présent article : à l’attribution de compensation que versait ou percevait cet établissement public de coopération intercommunale l’année précédant celle où les opérations précitées ont produit pour la première fois leurs effets au plan fiscal, sous réserve des dispositions de l’avant-dernier alinéa du 2° du présent V. Il peut être dérogé aux dispositions du présent a., uniquement la première année d’existence du nouvel établissement public de coopération intercommunale, en cas de révision librement décidée par délibérations concordantes prises à la majorité qualifiée prévue au premier alinéa du II de l’article L. 5211‑5 du code général des collectivités territoriales. Cette révision ne peut pas avoir pour effet de minorer ou de majorer l’attribution de compensation de plus de 5 % de son montant.
« b. pour les communes qui étaient antérieurement membres d’un établissement public de coopération intercommunale ne faisant pas application des dispositions du présent article : au montant calculé conformément au 2°.
« Lorsque l’adhésion d’une commune s’accompagne d’un transfert ou d’une restitution de compétences, cette attribution de compensation est respectivement diminuée ou majorée du montant net des charges transférées calculé dans les conditions définies au IV.
« C. L’attribution de compensation versée chaque année aux communes membres qui étaient antérieurement membres d’un syndicat d’agglomération nouvelle est égale à la dotation de coopération définie à l’article L. 5334‑8 du code général des collectivités territoriales perçue l’année de la fusion.
« Lorsque l’adhésion à un établissement public de coopération intercommunale s’accompagne d’un transfert ou d’une restitution de compétences, l’attribution de compensation est respectivement diminuée ou majorée du montant net des charges transférées calculé dans les conditions définies au IV.
« D. L’attribution de compensation versée chaque année aux communes membres qui étaient antérieurement membres d’un établissement public de coopération intercommunale sans fiscalité propre est calculée dans les conditions prévues au 2°.
« E. Les attributions de compensations fixées conformément aux 2°, 4°, 5° ou, le cas échéant, au 1° bis du présent V sont recalculées dans les conditions prévues au IV lors de chaque nouveau transfert de charges. Elles ne peuvent être indexées. ».
II. Le I s’applique à compter du 1er janvier 2013.","Le présent amendement a pour objet de clarifier les dispositions relatives à la détermination des attributions de compensation dans le cadre de la mise en œuvre des schémas départementaux de coopération intercommunale. 
Il apporte d’abord une précision sur les produits fiscaux pris en compte dans le calcul des attributions de compensation. Ainsi, les reversements, sur délibérations concordantes, des parts communales des versements au titre du fonds national de garantie individuelle des ressources n’ont pas vocation à entrer dans le calcul des attributions de compensation. 
Il clarifie ensuite l’interprétation de la loi en cas de retrait d’une commune d’un établissement public de coopération intercommunale (EPCI) à fiscalité professionnelle unique (FPU) pour intégrer un autre EPCI doté du même régime fiscal : l’attribution de compensation précédente est maintenue.
Dans sa rédaction actuellement en vigueur, l’article 1609 nonies C du code général des impôts prévoit que, lorsqu'une commune cesse d'appartenir à un établissement public de coopération intercommunale faisant application du régime fiscal de fiscalité professionnelle unique pour adhérer à un autre établissement public de coopération intercommunale faisant application du même régime fiscal, le produit de cotisation foncière des entreprises est théoriquement majoré du montant perçu, l'année de cette modification, par l'établissement public de coopération intercommunale auquel elle a cessé d'appartenir, au titre de la part de la dotation de compensation prévue à l’article L. 5211-28-1 du code général des collectivités territoriales correspondant au montant antérieurement versé en application du I du D de l'article 44 de la loi de finances pour 1999 précitée. En dehors de ces dispositions, le législateur n’a pas expressément défini les modalités de maintien des attributions de compensation en cas de retrait d’un EPCI à FPU et d’adhésion à un nouvel EPCI faisant application du même régime fiscal.
Une doctrine établie de longue date prévoit que, lorsqu’une commune quitte un EPCI à FPU pour rejoindre un autre EPCI ayant le même régime fiscal, l’EPCI d’accueil lui garantit le montant de l’attribution qu’elle percevait auparavant (Réponse du Ministre de l’intérieur à la question écrite n°06428 de M. B. Auban, publiée dans le JO Sénat du 22 mai 2003, page 1692).
Par un arrêt du 7 juillet 2011, la cour administrative d’appel de Marseille a jugé, à cet égard, qu’il n’y avait pas lieu de procéder à un recalcul complet des attributions de compensation lorsqu'une commune membre d'un EPCI à FPU se retire pour rejoindre un autre EPCI à FPU, dès lors que les charges transférées et les échanges de fiscalité ont été exactement calculés lors du passage au régime de fiscalité professionnelle unique. 
Que l’on considère des opérations de fusion d’EPCI, des extensions de périmètre intercommunal, des adhésions spontanées de communes ou des transformations de nature juridique opérées dans le cadre de l’achèvement de la carte intercommunale, il est désormais clairement disposé que, par principe, les attributions de compensation des communes qui étaient antérieurement membres d'un établissement public de coopération intercommunale faisant application du régime de fiscalité professionnelle unique sont maintenues, et ce, quelle que soit le régime juridique de l’EPCI concerné. Pour les communes qui étaient antérieurement membres d'un établissement public de coopération intercommunale ne faisant pas application des dispositions de l’article 1609 nonies C du CGI, c’est le régime de droit commun qui trouve à s’appliquer : le montant des attributions de compensation doit être calculé conformément au 2° du V. 
Néanmoins, à titre dérogatoire, les établissements publics de coopération intercommunale et les communes concernées se voient reconnaître la possibilité de modifier, par délibérations concordantes prises à la majorité qualifiée prévue au premier alinéa du II de l’article L. 5211-5 du code général des collectivités territoriales, le montant des attributions de compensation. Cette révision est limitée dans le temps : elle ne peut intervenir que lors de la première année d’existence du nouvel établissement public de coopération intercommunale. 
La souplesse souhaitée en termes de modalités de calcul des attributions de compensation ne devant pas conduire à remettre en cause le principe de neutralité budgétaire, le présent amendement prévoit un pourcentage « plancher », limitant à 5% le niveau de minoration de l’attribution de compensation. Par ailleurs, il est disposé que le dispositif de révision ne doit pas conduire à la majorer l’attribution de compensation de plus de 5%. 
Ainsi est-il rappelé que les mécanismes de modulations des attributions de compensation ne sauraient jouer qu’à titre dérogatoire et ne doivent pas remettre en cause, de façon disproportionnée, les équilibres budgétaires des communes ayant supporté un transfert de leur fiscalité professionnelle à l’échelon intercommunal.
 ",/14/amendements/0403/AN/273.pdf,Discuté,Estelle Grelier,SER,Depute,Estelle Grelier
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N197,2012-11-29T00:00:00Z,Article 26,"I. – Le code monétaire et financier est ainsi modifié :
1° Le premier alinéa du I de l’article L. 612‑20 est complété par les mots : « , à l’exception des courtiers et sociétés de courtage d’assurance et en réassurance mentionnés à l’article L. 511‑1 du code des assurances ainsi que des intermédiaires en opérations de banque et en services de paiement qui sont assujettis à une contribution pour frais de contrôle au titre de leur activité exercée au 1er avril de chaque année. » ;
2° Le 1° du V de l’article L. 612‑20 est ainsi rédigé :
« 1° L’autorité de contrôle prudentiel envoie un appel à contribution à l’ensemble des personnes mentionnées au A et au C du II du présent article au plus tard le 15 avril de chaque année, à l’exception des courtiers et sociétés de courtage d’assurance et en réassurance mentionnés à l’article L. 511‑1 du code des assurances et des intermédiaires en opérations de banque et en services de paiement. Les personnes concernées acquittent le paiement correspondant auprès de la Banque de France au plus tard le 30 juin de chaque année. ».
« L’autorité de contrôle prudentiel envoie un appel à contribution aux courtiers et sociétés de courtage d’assurance et en réassurance et aux intermédiaires en opérations de banque et en services paiement au plus tard le 15 juin de chaque année. Pour ces personnes, l’organisme qui tient le registre mentionné à l’article L. 512‑1 du code des assurances transmet, au plus tard le 15 mai, à l’Autorité une liste des immatriculations arrêtée au 1er avril de chaque année. Les personnes concernées acquittent le paiement correspondant auprès de la Banque de France au plus tard le 30 août de chaque année. » ;
II. – Par exception à l’article L. 612‑20 du code monétaire et financier, au titre de l’année de mise en place du registre unique, l’organisme assurant la tenue du registre mentionné à l’article L. 512‑1du code des assurances dispose d’un délai de huit mois à compter de la mise en place du registre unique pour transmettre à l’Autorité de contrôle prudentiel la liste des intermédiaires en opérations de banque et en services de paiement en activité au 1er avril de cette même année. L’Autorité dispose d’un délai de neuf mois à compter de la date de mise en place du registre unique pour envoyer aux intermédiaires en opérations de banque et en services de paiement les appels à contribution mentionnés à l’article L. 612‑20 du code monétaire et financier. Les intermédiaires en opérations de banque et en services de paiement disposent d’un délai de deux mois et demi à compter de la date d’émission des appels pour s’acquitter de la contribution pour frais de contrôle.","L’Autorité de contrôle prudentiel (ACP) est une autorité administrative indépendante créée en janvier 2010 par l’ordonnance n° 2010‑76 du 21 janvier 2010. Elle a pour mission la supervision du secteur bancaire et du secteur des assurances. Elle est financée par une contribution des personnes soumises à son contrôle et en particulier des courtiers et entreprises de courtage ainsi que des intermédiaires en opérations de banque et en services de paiement. Un arrêté du 26 avril 2010 fixe la contribution de ces intermédiaires à 150 euros par an. Le présent article :
- Introduit une modification de date : la contribution pour frais de contrôle des intermédiaires sera due pour l’exercice d’une activité au 1er avril et non plus au 1er janvier. Ceci tient compte de la procédure de renouvellement annuelle des immatriculations auprès de l’organisme en charge de la tenue du registre unique (ORIAS) qui s’achève en mars. Le fichier est donc à jour au 1er avril de chaque année et non au 1er janvier.
- Introduit une disposition transitoire au titre de l’année 2013, première année d’immatriculation pour les intermédiaires en opérations de banque et en services de paiement. Plus de 30 000 demandes d’inscription devront être traitées dans le premier semestre 2013. En conséquence, le 3° de l’article permet un assouplissement de la procédure de recouvrement de la contribution pour frais de contrôle en portant l’envoi de l’appel à contribution à neuf mois après l’ouverture du registre, dont la date sera arrêtée par le ministre de l’économie.
Ces deux modifications visent donc à simplifier le recouvrement par l’ACP des contributions acquittées par ces acteurs sans en modifier le montant.
 ",/14/amendements/0403/AN/197.pdf,Discuté,Laurent Grandguillaume,SER,Depute,Laurent Grandguillaume
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N173,2012-11-29T00:00:00Z,Article 17,"Après le VI de l’article 1586 sexies du code général des impôts, il est inséré un VI bis ainsi rédigé :
« VI bis. - Dans les mêmes conditions qu’aux V et VI, un complément est dû par les contribuables assujettis aux bénéfices non commerciaux afin que leur contribution économique territoriale définitive soit au minimum égale à 1,5 % de leur valeur ajoutée. »","En l’état actuel du droit, les Bénéfices Non Commerciaux (BNC) sont redevables de la CFE et de la CVAE suivant les strictes conditions de droit commun, suite à la censure par le Conseil constitutionnel n°2009‑599 DC du 29 décembre 2009.
Or, ces dispositions censurées qui tendaient à maintenir en CVAE les spécificités du régime fiscal de taxe professionnelle de ces entreprises ont entraîné un manque à gagner évalué de quelques 850 millions d’euros.
Le plancher de CFE créé en loi de finances pour 2011, outre qu’il ne constitue pas une mesure propre à compenser cette perte, présente d’importantes difficultés d’application.
Par conséquent, il est proposé d’instaurer un plancher de cotisation pour les BNC, sur la CET de préférence. Le produit supplémentaire reviendra aux collectivités locales bénéficiaires de la CET.
La valeur du plancher reste à déterminer, suivant les informations spécifiques que la DLF pourra fournir au parlement (situation comparée TP 2009 et CET 2010 sur un échantillon représentatif de BNC).
 ",/14/amendements/0403/AN/173.pdf,Discuté,Alain Rousset,SER,Depute,Alain Rousset
14,PRJLANR5L14B0403,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0403P0D1N248,2012-11-29T00:00:00Z,Article 13,"I. – À l’alinéa 7, après le mot :
« transmission »,
insérer les mots :
« à titre onéreux ».
II. – En conséquence, procéder à la même insertion à la première phrase de l’alinéa 8, à l’alinéa 9 et à l’alinéa 29.","Cette mesure vise à mettre un terme à certaines situations abusives. Toutefois, sa rédaction est large et englobe des situations qui n’ont rien d’abusives. Tel est le cas des transmissions à titre gratuit qui ne gèrent aucun flux. Il est donc proposé de circonscrire la fin du report d’imposition uniquement aux opérations de transmission à titre onéreux.
 ",/14/amendements/0403/AN/248.pdf,Discuté,Marc Goua,SER,Depute,Marc Goua
14,PRJLANR5L14B0415,Nouvelle Lecture,AMANR5L14SEA644420B0415P0D1N276,2012-11-26T00:00:00Z,Article 24 ter,"À l’alinéa 16, substituer au nombre :
« 50 »
le nombre :
« 75 ».",Amendement de coordination,/14/amendements/0415/AN/276.pdf,Discuté,Gérard Bapt,SER,Depute,Gérard Bapt
14,PRJLANR5L14B0415,Nouvelle Lecture,AMANR5L14SEA644420B0415P0D1N99,2012-11-22T00:00:00Z,Article 24,"Rédiger ainsi l’alinéa 26 :

« 4° Après le mot : « versée », la fin de l’article L. 245‑5‑1 A est ainsi rédigée : « de manière provisionnelle le 1er juin de chaque année, pour un montant correspondant à 75 % de la contribution due au titre de l’année précédente. La régularisation annuelle intervient au 1er mars de l’année suivante. » ; ».
","Dans sa rédaction actuelle cet alinéa pose une difficulté pratique pour les entreprises : elles ne disposeront pas des informations permettant le calcul de la contribution sur les dépenses de promotion à la date demandée pour le versement du solde. Il s’agit donc de corriger cette erreur matérielle.
 ",/14/amendements/0415/AN/99.pdf,Discuté,Gérard Bapt,SER,Depute,Gérard Bapt
14,PRJLANR5L14B0415,Nouvelle Lecture,AMANR5L14SEA644420B0415P0D1N107,2012-11-22T00:00:00Z,Article 23,"Substituer aux alinéas 4 à 6 les cinq alinéas suivants :
« 3° Les sixième à avant-dernier alinéas sont remplacés par quatre alinéas ainsi rédigés :
« 3,60 € par degré alcoométrique sur les 10 000 premiers hectolitres produits ;
« 4,30 € par degré alcoométrique pour la production allant des 10 001 hectolitres aux 50 000 hectolitres ;
« 5,40 € par degré alcoométrique pour la production allant des 50 001  hectolitres aux 200 000 hectolitres ;
« 7,20 € par degré alcoométrique à partir des 200 001 hectolitres. »","Le projet de hausse des droits d’accises sur la bière a pour but de renforcer l’efficacité des leviers dont disposent les pouvoirs publics pour réduire la consommation d’alcool en France.
Cependant le projet dans sa rédaction actuelle prévoit des droits d’accises communs à toutes les brasseries quelle que soit leur production annuelle.
Dans un souci de justice fiscale et pour ne pas menacer la survie économique des petites brasseries indépendantes qui sont à l’origine de la majorité des emplois du secteur, il est proposé une progressivité des droits d’accises suivant le nombre d’hectolitres produits.
Cet amendement permet par ailleurs d’élargir l’assiette des droits d’accises et de prévoir des recettes supplémentaires supérieures à 480 millions d’euros.
Cette augmentation des droits permet donc de participer à l’apurement de la dette publique en respectant un principe justice fiscale et tout en poursuivant des objectifs de santé publique et de maintien de l’emploi dans un contexte économique difficile.
 ",/14/amendements/0415/AN/107.pdf,Discuté,Michel Ménard,SER,Depute,Michel Ménard
14,PRJLANR5L14B0415,Nouvelle Lecture,AMANR5L14SEA644420B0415P0D1N100,2012-11-22T00:00:00Z,Article 24,"Rédiger ainsi l’alinéa 27 :
« 5° Après le mot : « versée », la fin du premier alinéa de l’article L. 245‑5‑5 est ainsi rédigée : « de manière provisionnelle le 1er juin de chaque année, pour un montant correspondant à 75 % de la contribution due au titre de l’année précédente. La régularisation annuelle intervient au 1er mars de l’année suivante. » ; ».","Correction d'une erreur matérielle.
 ",/14/amendements/0415/AN/100.pdf,Discuté,Gérard Bapt,SER,Depute,Gérard Bapt
14,PRJLANR5L14B0415,Nouvelle Lecture,AMANR5L14SEA644420B0415P0D1N102,2012-11-22T00:00:00Z,Article 24 ter,"À la seconde phrase de l’alinéa 3, après le mot :
« mentionnant »,
insérer le mot :
« exclusivement ».","Il s'agit ici d'exclure plus explicitement de l'assiette de la contribution sur les dépenses de promotion les frais de publication mentionnant un médicament non remboursable.
 ",/14/amendements/0415/AN/102.pdf,Discuté,Gérard Bapt,SER,Depute,Gérard Bapt
